,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU_3P,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score
65,151485,2021-22,Kobe Bufkin,SG,SF,Connector,76,195.0,Michigan,Big Ten,16.0,12.0,11.02,1.0,"Sep 21, 2003",18.77,46.0,28,0,298,9.4,0.475,0.43,0.456,0.278,80.0,3.8,9.1,6.5,4.7,2.2,1.1,1.4666666666666668,14.4,0.133,18.2,22.52,0.1,0.3,0.4,0.055,-1.4,1.9,0.6,0.53,94.8,105.5,0.049,-3.28,4.0,10.6,0.38,3.0,5.8,0.512,1.1,4.8,0.222,0.161,0.2986194690265487,2.3,3.0,0.773,4.3,1.1,1.5,0.4,2.0,3.2,11.4,6.0,15.7,4.4,8.6,1.6,7.2,3.4,4.4,6.4,1.6,2.2,0.6,3.0,4.8,16.9,15.7,2.0,7.82,1.3504514399999998,0.006711409395973154,2.7112643999999992,32.4,62.5,46.7,21.6,37.5,16.7,45.9,75.0,53.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7542372881355932,0.4396551724137931,0.4406779661016949,0.032520325203252036,0.22764227642276422,0.3391304347826087,0.3699186991869919,0.42276422764227645,37.8,0.956,50.866,0.7586945909326369,0.4477626945182905
809,132410,2021-22,Both Gach,SF,SG,Connector,78,180.0,Utah,Pac-12,10.0,20.0,6.61,4.0,"Feb 4, 1999",23.4,121.0,30,9,710,12.9,0.537,0.483,0.459,0.367,256.0,1.6,10.5,6.0,19.3,1.8,0.7,1.008,20.8,0.166,22.2,32.493,0.6,0.6,1.2,0.067,0.0,0.5,0.5,1.03,97.9,107.0,0.209,-2.88,4.8,11.7,0.415,3.3,6.3,0.518,1.6,5.4,0.295,0.215,0.35916445623342175,3.4,4.3,0.803,4.3,3.7,1.2,0.3,3.6,2.8,14.7,7.2,17.4,4.9,9.4,2.3,8.0,5.1,6.4,6.5,5.5,1.8,0.4,5.4,4.1,21.9,17.4,3.0,4.9,0.951139,0.004225352112676056,3.3775139999999992,29.5,62.3,34.2,24.6,39.2,20.0,45.9,67.9,46.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6567796610169492,0.7155172413793104,0.8347457627118644,0.4878048780487805,0.17479674796747968,0.5565217391304348,0.22764227642276422,0.08943089430894309,46.800000000000004,3.849,54.732,1.1793967507336134,0.5612744658083109
831,117446,2021-22,Noah Williams,SG,SF,Connector,77,187.0,Washington State,Pac-12,22.0,13.0,5.97,3.0,"Feb 28, 2001",21.33,305.0,35,25,900,11.6,0.427,0.373,0.308,0.347,343.0,3.9,9.8,6.8,17.5,2.6,1.1,1.545945945945946,13.9,0.118,25.1,35.661,0.4,1.5,1.9,0.083,-1.8,2.2,0.4,1.22,93.5,98.4,0.218,-1.32,4.9,14.8,0.332,3.7,10.3,0.364,1.2,4.6,0.262,0.171,0.28314385964912286,3.7,5.2,0.716,4.9,3.4,1.7,0.4,2.8,4.0,14.8,7.3,22.0,5.5,15.2,1.8,6.8,5.5,7.6,7.3,5.1,2.6,0.6,4.2,5.9,21.9,22.0,2.0,1.78,0.52823992,0.0022222222222222222,6.528807999999999,33.8,43.4,12.2,35.3,29.7,22.9,30.8,85.2,38.448899999999995,2018-19,Seattle Rotary,Nike 17U,10.0,8.0,15.8,10.7,3.1,7.0,0.443,0.3,0.9,0.333,4.2,5.7,0.737,0.0,4.2,4.2,3.4,1.3,0.4,1.5,2.2,,,,,,,,,,,,,,,,,,,,,,0.3050847457627119,0.12931034482758622,0.7627118644067796,0.6829268292682927,0.2601626016260163,0.7913043478260869,0.7195121951219512,0.07317073170731707,46.6,3.206,47.446,1.5854007451718244,0.5778276807889174
203,128485,2021-22,Casey Morsell,SG,SF,Connector,75,200.0,NC State,ACC,10.0,20.0,6.37,3.0,"Jan 2, 2001",21.49,56.0,30,20,730,12.4,0.468,0.439,0.49,0.275,209.0,4.6,12.5,8.2,5.9,2.6,0.3,0.5379310344827586,7.6,0.068,17.2,22.071,0.8,0.3,1.2,0.064,0.2,0.2,0.3,1.21,104.3,110.9,0.122,-0.51,3.9,11.2,0.353,2.0,5.7,0.356,1.9,5.5,0.35,0.261,0.4083333333333333,2.0,3.1,0.661,5.9,1.3,1.8,0.1,1.0,3.0,11.8,5.8,16.5,3.0,8.4,2.8,8.1,3.0,4.5,8.6,1.9,2.6,0.2,1.5,4.4,17.4,16.5,3.0,6.52,1.18827,0.00410958904109589,3.007125,22.5,45.7,19.0,28.4,27.6,12.5,49.0,82.9,48.446000000000005,2018-19,Team Takeover,Nike 17U,10.0,6.0,19.0,11.7,3.7,7.7,0.481,1.5,4.1,0.366,2.8,3.4,0.824,0.0,1.5,1.5,1.0,0.7,0.4,0.8,1.9,,,,,,,,,,,,,,,,,,,,,,0.1271186440677966,0.2413793103448276,0.5169491525423728,0.43089430894308944,0.45934959349593496,0.4,0.056910569105691054,0.032520325203252036,28.299999999999997,0.932,43.975,0.36014598714754686,0.39886768365496666
618,135211,2021-22,Jordan Longino,SG,SF,Connector,77,215.0,Villanova,Big East,22.0,4.0,10.29,1.0,,,53.0,26,0,224,7.3,0.455,0.408,0.531,0.163,51.0,4.3,7.3,5.8,9.2,3.9,0.6,1.04,23.3,0.2,16.7,22.554,0.0,0.4,0.3,0.057,-3.9,4.2,0.2,0.69,87.3,98.6,0.042,-4.08,2.9,8.8,0.327,1.4,4.1,0.348,1.4,4.6,0.308,0.236,0.3898641239570918,1.4,1.4,1.0,3.9,2.0,2.5,0.2,2.9,5.5,8.6,4.5,13.8,2.2,6.5,2.2,7.3,2.2,2.2,6.2,3.1,3.9,0.3,4.5,8.7,13.5,13.8,0.0,0.0,0.0,0.0,2.7048,24.5,41.7,20.0,22.4,27.3,33.3,53.1,87.5,58.82169999999999,2018-19,Philly Pride,UAA 16U,9.0,8.0,23.4,13.11,4.33,11.78,0.368,2.56,8.0,0.319,1.89,2.22,0.85,0.67,2.33,3.0,1.44,0.67,0.11,0.67,1.67,,,,,,,,,,,,,,,,,,,,,,0.1016949152542373,0.375,0.09322033898305085,0.14634146341463414,0.15447154471544716,0.23478260869565218,0.5487804878048781,0.3902439024390244,25.6,1.344,39.876,,
307,132440,2021-22,Samuell Williamson,SG,SF,Connector,79,210.0,Louisville,ACC,13.0,17.0,7.01,3.0,"Sep 7, 2000",21.81,19.0,30,6,506,13.6,0.482,0.463,0.087,0.342,167.0,6.3,18.3,12.2,9.8,1.6,0.9,1.152,15.2,0.134,20.8,26.914,0.3,0.6,0.9,0.067,-0.7,0.9,0.2,0.77,95.4,103.7,0.124,-2.99,5.4,11.8,0.456,5.2,10.8,0.485,0.2,1.0,0.154,0.056,0.11118672199170124,2.3,4.0,0.569,8.7,1.9,1.1,0.3,2.5,2.7,13.2,8.0,17.4,7.7,15.9,0.2,1.5,3.4,6.0,12.9,2.8,1.6,0.5,3.6,4.0,19.5,17.4,10.0,20.55,2.8739997000000006,0.019762845849802372,2.4334596,32.6,76.1,57.1,58.9,31.3,30.8,8.5,100.0,45.2558,2018-19,Drive Nation,Nike 17U,9.0,6.0,5.7,13.56,5.78,11.78,0.491,1.0,2.0,0.5,1.89,2.44,0.773,0.0,7.0,7.0,3.11,0.33,0.78,1.33,1.78,,,,,,,,,,,,,,,,,,,,,,0.923728813559322,0.05172413793103448,0.23728813559322035,0.18699186991869918,0.8739837398373984,0.4782608695652174,0.3333333333333333,0.10569105691056911,39.900000000000006,1.642,57.68,0.9000351994751685,0.5043240054770181
579,137410,2021-22,Chibuzo Agbo,SG,SF,Shooter,79,220.0,Texas Tech,Big 12,21.0,2.0,8.65,2.0,,,,23,0,153,8.7,0.456,0.472,0.556,0.139,34.0,8.3,10.6,9.5,1.2,1.6,0.9,1.152,11.5,0.111,14.6,17.093,0.1,0.3,0.4,0.098,-1.7,1.8,0.1,0.2,96.4,94.7,0.026,-2.92,3.9,9.4,0.417,2.9,4.2,0.688,1.0,5.2,0.2,0.156,0.2941798941798942,0.3,1.3,0.2,6.3,0.3,1.0,0.3,1.3,2.9,9.2,5.8,14.0,4.3,6.2,1.6,7.8,0.4,1.9,9.3,0.4,1.6,0.4,1.9,4.3,13.6,14.0,0.0,0.0,0.0,0.0,1.2979820000000002,13.9,60.0,33.3,30.6,72.7,37.5,55.6,100.0,71.7037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2669491525423729,0.5948275862068966,0.00847457627118644,0.024390243902439025,0.6829268292682927,0.1565217391304348,0.7073170731707317,0.4349593495934959,36.0,0.08,50.001,,
134,132449,2021-22,Brandon Newman,SG,SF,Shooter,77,190.0,Purdue,Big Ten,20.0,5.0,8.23,2.0,"Jan 15, 2001",21.45,126.0,25,1,315,11.8,0.482,0.445,0.771,0.22,105.0,1.2,15.6,8.9,8.8,1.9,1.8,1.8486486486486484,10.4,0.092,21.9,29.446,0.4,0.4,0.8,0.104,-1.2,1.1,-0.1,1.14,103.5,101.9,0.072,-1.08,4.4,13.8,0.321,1.0,3.2,0.32,3.4,10.7,0.321,0.284,0.45328021978021976,2.4,3.0,0.792,6.0,2.0,1.3,0.6,1.8,4.2,14.7,6.7,20.8,1.5,4.8,5.1,16.0,3.6,4.6,9.0,3.0,1.9,1.0,2.7,6.3,22.1,20.8,0.0,0.0,0.0,0.0,0.7696000000000001,3.7,25.0,0.0,19.3,33.3,42.9,77.1,81.5,71.11619999999999,2018-19,Mean Streets Express,Nike 17U,10.0,9.0,2.8,16.1,5.1,11.6,0.44,3.1,7.4,0.419,3.1,3.8,0.816,0.0,4.3,4.3,0.9,0.7,0.4,1.7,2.2,,,,,,,,,,,,,,,,,,,,,,0.01694915254237288,0.75,0.4110169491525424,0.5203252032520326,0.5772357723577236,0.591304347826087,0.6504065040650406,0.4024390243902439,49.0,2.338,25.77,1.2009275079662907,0.54598302824495
403,106519,2021-22,Javon Pickett,SG,SF,Slasher,77,215.0,Missouri,SEC,11.0,20.0,9.1,4.0,"Sep 22, 1998",23.77,292.0,31,30,992,12.2,0.498,0.463,0.247,0.263,328.0,3.1,8.3,5.7,12.9,1.6,0.6,0.8727272727272726,13.0,0.112,20.5,27.772,1.1,0.6,1.6,0.066,-0.2,0.0,-0.2,1.13,101.3,109.5,0.259,-1.3,5.4,12.4,0.432,4.6,9.4,0.491,0.8,3.1,0.25,0.153,0.24849094567404426,2.4,3.3,0.741,3.9,2.4,1.1,0.2,2.1,3.1,13.9,8.0,18.4,6.8,13.9,1.1,4.5,3.6,4.8,5.7,3.5,1.6,0.3,3.1,4.6,20.7,18.4,4.0,2.88,0.7507526400000001,0.004032258064516129,4.7964752,45.1,59.7,42.2,30.2,33.3,19.4,24.7,100.0,49.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8686440677966102,0.1896551724137931,0.559322033898305,0.5813008130081301,0.13821138211382114,0.29130434782608694,0.14634146341463414,0.2926829268292683,38.3,2.147,53.359,0.5483429269036734,0.44249371214345345
514,119962,2021-22,Selton Miguel,SG,SF,Slasher,76,210.0,Kansas State,Big 12,11.0,15.0,9.06,2.0,"Oct 24, 2000",21.68,170.0,26,14,642,9.5,0.441,0.397,0.212,0.321,195.0,4.5,14.8,9.5,12.4,1.6,0.9,1.152,17.2,0.149,20.9,27.508,-0.2,0.9,0.7,0.044,-1.2,0.9,-0.3,0.89,87.7,101.9,0.174,-2.87,4.3,11.5,0.375,3.8,9.0,0.421,0.5,2.4,0.205,0.119,0.20844124700239808,2.6,3.7,0.695,6.5,2.4,1.1,0.3,2.7,2.8,11.7,6.4,17.0,5.6,13.4,0.7,3.6,3.8,5.5,9.7,3.6,1.6,0.5,4.1,4.2,17.3,17.0,4.0,4.38,1.6022258999999999,0.006230529595015576,6.218685000000001,49.5,50.5,26.1,29.3,27.8,13.3,21.2,62.5,30.0664,2018-19,Team Breakdown,UAA 17U,4.0,2.0,23.0,7.25,2.75,6.5,0.423,0.5,3.75,0.133,1.25,2.25,0.556,1.0,2.25,3.25,2.25,0.75,0.25,2.0,3.75,2018.0,U18 Africa Championship,14,18:23,8.6,2.8,8.8,.317,0.7,3.3,.217,2.4,3.1,.750,2.3,1.5,0.9,0.1,2.5,1.8,4th,0.6271186440677966,0.04310344827586207,0.7966101694915254,0.32926829268292684,0.6829268292682927,0.6652173913043479,0.4796747967479675,0.2073170731707317,47.9,1.802,50.85,0.8086298843258259,0.5302568088563515
860,117537,2021-22,Emoni Bates,SG,SF,Primary,80,200.0,Memphis,AAC,10.0,8.0,7.86,1,"Jan 28, 2004",18.42,5.0,18,13,422,10.3,0.495,0.467,0.497,0.314,160.0,4.2,11.0,7.8,10.2,1.3,1.7,1.4733333333333332,19.3,0.169,24.7,33.201,0.1,0.6,0.7,0.067,-0.1,-0.3,-0.4,0.55,93.3,102.0,0.169,-6.04,5.6,14.5,0.386,3.2,7.3,0.442,2.4,7.2,0.329,0.246,0.39591525423728813,2.9,4.5,0.646,5.6,2.2,0.9,0.6,4.0,3.1,16.5,7.9,20.4,4.5,10.3,3.3,10.1,4.1,6.4,7.9,3.1,1.3,0.8,5.6,4.4,23.2,20.4,5.0,13.18,1.7814088,0.011848341232227487,2.7572639999999997,24.8,57.9,45.5,25.5,30.8,8.3,49.7,56.0,41.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3813559322033898,0.28448275862068967,0.9067796610169492,0.12195121951219512,0.4105691056910569,0.5478260869565217,0.5121951219512195,0.13821138211382114,41.3,2.88,47.81,3.182408978777044,0.6268790952425718
721,108201,2021-22,Luther Muhammad,SF,SG,Connector,75,185.0,Arizona State,Pac-12,13.0,17.0,9.48,3.0,"Jun 17, 1999",23.04,79.0,30,11,576,7.8,0.39,0.355,0.446,0.156,153.0,1.1,11.7,6.4,11.5,2.7,0.2,0.3724137931034483,11.1,0.098,20.2,26.58,-0.5,0.9,0.5,0.032,-3.1,2.5,-0.6,1.36,81.6,99.0,0.123,-0.4,4.0,12.9,0.312,2.9,7.2,0.408,1.1,5.8,0.193,0.139,0.26941471048513305,1.7,2.0,0.828,4.7,2.4,1.8,0.1,1.7,2.4,10.8,5.9,19.0,4.3,10.5,1.6,8.5,2.5,3.0,7.0,3.5,2.7,0.1,2.6,3.5,15.9,19.0,0.0,0.0,0.0,0.0,3.99,21.0,46.2,0.0,34.4,37.5,25.0,44.6,93.8,50.4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11864406779661017,0.4224137931034483,0.3644067796610169,0.7073170731707317,0.21951219512195122,0.1826086956521739,0.34959349593495936,0.21951219512195122,32.300000000000004,1.448,50.19,0.3985038071333963,0.4221158716799658
619,107979,2021-22,Bryan Antoine,SG,SF,Shooter,77,180.0,Villanova,Big East,17.0,3.0,10.29,3.0,"Apr 26, 2000",22.18,17.0,20,0,200,4.6,0.33,0.298,0.69,0.095,32.0,1.8,11.7,6.8,8.1,1.6,0.6,0.8727272727272726,4.4,0.036,12.5,16.584,0.0,0.3,0.2,0.047,-3.1,2.4,-0.7,4.5,87.9,102.2,0.038,2.14,2.0,8.4,0.238,1.0,2.6,0.385,1.0,5.8,0.172,0.145,0.27535962877030157,0.8,0.8,1.0,4.6,1.8,1.0,0.2,0.4,3.6,5.8,3.1,13.2,1.6,4.1,1.6,9.1,1.3,1.3,7.2,2.8,1.6,0.3,0.6,5.7,9.1,13.2,1.0,14.26,1.19071,0.005,1.1021999999999998,16.7,57.1,50.0,14.3,16.7,0.0,69.0,100.0,77.35,2018-19,Team Rio,UAA 17U,8.0,8.0,26.0,15.88,5.0,11.62,0.43,2.12,5.25,0.405,3.75,4.5,0.833,0.62,4.62,5.25,2.25,1.62,0.62,1.88,3.25,,,,,,,,,,,,,,,,,,,,,,0.23728813559322035,0.07758620689655173,0.1228813559322034,0.8455284552845529,0.2601626016260163,0.1,0.3170731707317073,0.32113821138211385,28.499999999999996,0.157,43.118,0.07142435552169299,0.30435539184726934
41,137179,2021-22,Jahcobi Neath,SG,SF,Slasher,76,196.0,Wisconsin,Big Ten,16.0,7.0,9.16,3.0,"Mar 10, 2000",22.31,284.0,23,1,224,6.0,0.369,0.302,0.419,0.349,42.0,4.5,13.1,8.7,6.3,1.1,0.5,0.6875,10.7,0.097,13.1,16.555,0.0,0.3,0.2,0.042,-2.2,1.5,-0.7,1.33,86.8,102.7,0.033,-0.3,2.0,7.7,0.256,1.3,4.5,0.28,0.7,3.2,0.222,0.156,0.29022776911076437,2.0,2.7,0.733,6.1,1.4,0.7,0.2,1.1,2.3,6.6,2.9,11.5,1.9,6.7,1.1,4.8,2.9,4.0,9.1,2.1,1.1,0.3,1.6,3.5,9.9,11.5,0.0,0.0,0.0,0.0,2.9914950000000005,39.0,37.5,33.3,19.5,0.0,0.0,41.5,100.0,54.486999999999995,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,U19 World Cup,12,16:07,5.7,1.8,5.4,.338,0.8,2.2,.346,1.2,1.9,.652,2.3,1.6,0.7,0.0,1.2,1.0,8th,0.326271186440678,0.02586206896551724,0.1016949152542373,0.5365853658536586,0.5365853658536586,0.30434782608695654,0.23577235772357724,0.22764227642276422,28.7,0.168,34.519,0.0644645299088123,0.2960734701353652
374,151774,2021-22,Jaxon Etter,SG,SF,Connector,76,205.0,Georgia,SEC,6.0,25.0,8.06,3.0,"Sep 22, 2000",21.77,,31,22,787,8.7,0.55,0.508,0.364,0.441,169.0,3.9,9.5,6.8,11.2,1.4,0.7,0.9333333333333333,19.2,0.157,11.5,15.965,0.7,0.0,0.7,0.034,-0.6,-0.2,-0.8,1.38,105.6,116.2,0.132,-0.33,2.6,6.0,0.432,1.7,3.8,0.44,0.9,2.2,0.419,0.268,0.3895683269476373,1.9,2.6,0.712,4.6,2.4,1.0,0.3,1.7,3.8,8.0,3.7,8.6,2.4,5.5,1.3,3.1,2.7,3.8,6.5,3.4,1.4,0.4,2.5,5.4,11.4,8.6,0.0,0.0,0.0,0.0,0.8713864000000001,34.7,58.5,70.8,28.8,26.5,55.6,36.4,100.0,76.9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711864406779661,0.33620689655172414,0.01694915254237288,0.7235772357723578,0.2601626016260163,0.2,0.11382113821138211,0.0975609756097561,30.8,0.899,39.474,0.3843035653762233,
173,152728,2021-22,Tamar Bates,SG,SF,Connector,77,193.0,Indiana,Big Ten,19.0,13.0,8.08,1.0,"Feb 21, 2003",19.35,30.0,32,0,465,6.6,0.442,0.404,0.438,0.185,118.0,1.8,8.0,5.0,7.9,1.0,1.0,1.0,13.5,0.12,18.3,23.321,-0.1,0.5,0.5,0.04,-2.0,1.2,-0.8,0.91,88.0,103.6,0.077,-1.89,3.8,11.2,0.338,2.3,6.3,0.37,1.5,4.9,0.298,0.214,0.3546847826086956,1.7,2.1,0.833,3.4,1.7,0.7,0.3,1.9,2.7,10.8,5.6,16.5,3.4,9.3,2.2,7.2,2.5,3.0,5.1,2.5,1.0,0.5,2.8,3.9,15.8,16.5,1.0,4.0,0.41856000000000004,0.002150537634408602,1.72656,19.2,44.0,45.5,36.9,33.3,37.5,43.8,82.4,58.6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09322033898305085,0.5517241379310345,0.2838983050847458,0.3089430894308943,0.09349593495934959,0.14782608695652175,0.3089430894308943,0.11382113821138211,23.799999999999997,1.155,35.656,0.8659281036902367,0.40147437234646205
352,134496,2021-22,Allen Flanigan,SG,SF,Slasher,78,220.0,Auburn,SEC,17.0,5.0,8.17,3.0,"Apr 24, 2001",21.18,298.0,22,20,539,6.5,0.469,0.427,0.315,0.411,138.0,2.8,12.4,7.6,8.8,1.5,0.4,0.6315789473684211,24.1,0.211,17.2,23.271,-0.3,0.9,0.6,0.045,-2.8,1.9,-0.9,0.6,84.4,99.2,0.131,-5.08,3.6,9.2,0.395,3.0,6.3,0.482,0.6,2.9,0.205,0.131,0.2483653846153846,2.4,3.8,0.647,5.8,2.1,1.0,0.1,3.5,3.1,10.3,5.1,12.9,4.3,8.8,0.8,4.1,3.4,5.3,8.1,2.9,1.5,0.2,4.9,4.4,14.5,12.9,3.0,5.89,1.1184049800000002,0.0055658627087198514,2.4494778000000004,41.1,51.0,53.8,27.4,44.1,33.3,31.5,62.5,50.9235,2018-19,Arkansas Hawks,Gold Gauntlet 17U,3.0,3.0,28.3,7.0,3.0,6.67,0.45,1.0,3.33,0.3,0.0,0.0,0.0,0.67,1.0,1.67,1.0,0.0,0.33,0.67,2.33,,,,,,,,,,,,,,,,,,,,,,0.5254237288135594,0.35344827586206895,0.5084745762711864,0.13008130081300814,0.3943089430894309,0.3217391304347826,0.42276422764227645,0.12195121951219512,34.699999999999996,1.348,40.931,0.805913039990712,0.4474098063155702
257,173423,2021-22,Wooga Poplar,SG,SF,Slasher,77,195.0,Miami (FL),ACC,24.0,10.0,7.62,1.0,"Jan 5, 2003",19.48,126.0,34,0,292,9.8,0.492,0.456,0.412,0.382,79.0,3.8,15.6,9.8,6.4,1.8,0.0,0.0,16.6,0.148,17.6,21.621,0.1,0.3,0.3,0.046,-1.3,0.2,-1.1,0.69,93.3,106.6,0.042,-2.99,3.8,9.3,0.412,3.0,5.5,0.55,0.8,3.8,0.214,0.15,0.28168690095846644,2.3,3.6,0.654,6.4,1.5,1.2,0.0,2.2,3.0,10.8,5.7,13.7,4.4,8.1,1.2,5.7,3.4,5.2,9.5,2.2,1.8,0.0,3.2,4.4,16.0,13.7,2.0,7.71,0.9189086400000002,0.00684931506849315,1.6328208000000004,38.2,61.5,68.8,20.6,42.9,33.3,41.2,66.7,60.62180000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8008474576271186,0.39655172413793105,0.3135593220338983,0.10569105691056911,0.7154471544715447,0.17391304347826086,0.07317073170731707,0.06504065040650407,33.1,1.095,44.109,0.7945639918713192,0.43445321513068497
812,131673,2021-22,Lazar Stefanovic,SF,SG,Connector,79,186.0,Utah,Pac-12,11.0,20.0,6.61,1.0,"Apr 27, 2002",20.18,,31,18,779,8.4,0.478,0.437,0.484,0.217,226.0,3.3,9.2,6.3,10.5,1.0,0.1,0.18181818181818182,15.0,0.13,18.9,25.415,0.4,0.5,0.8,0.042,-1.2,-0.3,-1.5,0.95,95.4,109.7,0.161,-2.06,4.1,11.3,0.362,2.4,5.9,0.412,1.7,5.5,0.308,0.228,0.3764444444444444,2.1,2.5,0.833,4.5,2.1,0.7,0.1,2.2,3.8,12.0,6.1,16.9,3.6,8.7,2.5,8.2,3.1,3.7,6.7,3.1,1.0,0.1,3.3,5.7,17.8,16.9,1.0,1.82,0.21888593999999997,0.0012836970474967907,2.032512299999999,24.9,52.7,51.7,26.7,30.5,44.4,48.4,90.9,68.72370000000001,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,U20 Euro Championship B,14,24:20,12.7,3.9,8.7,.443,1.5,4.4,.344,3.5,4.1,.845,3.6,2.1,0.4,0.1,1.0,1.9,Gold,0.2457627118644068,0.41379310344827586,0.3050847457627119,0.35772357723577236,0.2032520325203252,0.06956521739130435,0.032520325203252036,0.024390243902439025,20.7,1.765,41.544,1.3320887441975156,
29,162052,2021-22,Jaden Jones,SF,SG,Connector,80,195.0,Rutgers,Big Ten,11.0,6.0,6.81,1.0,,,154.0,17,3,176,11.7,0.438,0.417,0.455,0.152,57.0,7.3,6.0,6.7,3.4,0.7,1.4,0.9333333333333333,2.7,0.026,21.9,26.584,0.2,0.1,0.3,0.068,-0.2,-1.4,-1.6,1.5,100.8,108.8,0.061,0.0,5.5,15.0,0.364,3.9,8.2,0.472,1.6,6.8,0.233,0.17,0.30818313953488374,1.6,2.3,0.7,4.5,0.7,0.5,0.5,0.5,1.6,14.1,8.3,22.9,5.9,12.5,2.4,10.4,2.4,3.5,6.9,1.0,0.7,0.7,0.7,2.4,21.5,22.9,0.0,0.0,0.0,0.0,2.59915,22.7,66.7,50.0,31.8,33.3,42.9,45.5,85.7,63.985699999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5889830508474576,0.19827586206896552,0.2457627118644068,0.5609756097560976,0.24390243902439024,0.0782608695652174,0.17886178861788618,0.04878048780487805,26.8,0.97,52.991,,
123,139154,2021-22,Casey Simmons,SG,SF,Slasher,78,180.0,Northwestern,Big Ten,12.0,15.0,7.11,1.0,,,103.0,27,7,312,8.4,0.463,0.444,0.254,0.349,74.0,6.3,8.7,7.4,7.3,2.2,0.8,1.1733333333333333,17.9,0.159,14.7,18.843,0.0,0.4,0.4,0.053,-3.1,1.3,-1.7,0.81,92.2,103.5,0.054,-2.32,3.3,8.1,0.413,2.8,6.0,0.468,0.5,2.1,0.25,0.145,0.251984126984127,1.5,2.8,0.545,5.3,1.7,1.5,0.3,2.1,3.8,8.7,4.8,11.7,4.1,8.8,0.7,3.0,2.2,4.1,7.6,2.4,2.2,0.4,3.0,5.6,12.7,11.7,7.0,21.81,5.218435079999999,0.022435897435897436,2.7994356,50.8,53.1,52.9,23.8,33.3,40.0,25.4,75.0,55.4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6567796610169492,0.09482758620689655,0.13559322033898305,0.23577235772357724,0.34146341463414637,0.4608695652173913,0.3983739837398374,0.056910569105691054,29.799999999999997,0.754,43.263,,
